timestamp,query,rank,職缺名稱,連結,摘要,model_name,chunk_size,chunk_overlap
2025-07-24 16:26:57,生物相關的職缺有哪些,1,臺中榮民總醫院 細胞治療與再生醫學中心實驗室  徵求專任研究助理2名,https://www.nstc.gov.tw/folksonomy/detail/34c2a989-0aab-480f-bc9b-afbdad092ba5?l=ch,職缺名稱：臺中榮民總醫院 細胞治療與再生醫學中心實驗室  徵求專任研究助理2名 發佈日期：2025-07-22 詳細內容： 【應徵要求】 1. 工作經歷：不拘 2. 國內、外大學生命科學、生物學、醫技系、醫藥衛生學科相關學系，具碩士學位尤佳。 3. 具細胞培養經驗，熟悉免疫或是分生相關技術(諳流式細胞儀者尤佳) 【工作內容】 1. 幹細胞及免疫細胞的分離與培養。 2. 細胞產品相關檢驗與確效實驗。...,all-MiniLM-L6-v2,300,30
2025-07-24 16:26:57,生物相關的職缺有哪些,2,國立中興大學土環系環境微生物研究室誠徵研究助理,https://www.nstc.gov.tw/folksonomy/detail/d9faba66-0028-480a-ad19-8b71a0957d4b?l=ch,職缺名稱：國立中興大學土環系環境微生物研究室誠徵研究助理 發佈日期：2025-07-02 詳細內容： 一、職缺名稱:專任研究助理 二、需求人數: 2員 三、研究計畫主題: 1.農業有益微生物之發酵培養 2.微生物有機質肥料之評估 四、工作內容: 1.進行微生物發酵培養條件之最佳化 (5及100 L發酵槽) 2.分析微生物分泌之代謝物組成。 3.調查微生物有機質肥料促進作物健康及養分吸收之效應。 4...,all-MiniLM-L6-v2,300,30
2025-07-24 16:26:57,生物相關的職缺有哪些,3,國立臺灣大學教務處學習規劃辦公室誠徵：學習規劃師,https://www.nstc.gov.tw/folksonomy/detail/d49fa2dd-3cce-4bd7-b396-3ff20351b856?l=ch,"職缺名稱：國立臺灣大學教務處學習規劃辦公室誠徵：學習規劃師 發佈日期：2025-06-27 詳細內容： 聆聽內心的聲音，用專業激發改變的行動力！💪 我們是學習規劃辦公室，以「不斷對話」為核心，引導本校學生探索自我，定義目標，找到實際可努力的方向，活出自己想要、快樂的人生。 辦公室成立迄今已有逾 3,000 人次學生完成會談。我們深切感受到臺大學生對自身學習狀況的迷惘與關心的迫切度。也由團體引導活動...",all-MiniLM-L6-v2,300,30
2025-07-24 16:26:57,生物相關的職缺有哪些,4,政大師培中心葉玉珠教授徵生成式AI國科會補助研究計畫兼任研究助理,https://www.nstc.gov.tw/folksonomy/detail/2b8685ab-eb3d-4b0a-99c4-af419d1441a0?l=ch,職缺名稱：政大師培中心葉玉珠教授徵生成式AI國科會補助研究計畫兼任研究助理 發佈日期：2025-07-17 詳細內容： 本人正在進行國科會計畫「開展生成式人工智慧的轉化力量：培育創造思考與批判性思維以提升學術幸福感」三年期的研究(08/01/2024-07/31/2027)，擬徵求具有資訊、心理學、或教育相關專長，對運用生成式AI培訓創造思考與批判思考有興趣，且量化資料分析能力良好的碩士班或博士班...,all-MiniLM-L6-v2,300,30
2025-07-24 16:26:57,生物相關的職缺有哪些,5,國立陽明交通大學體育教育中心魏豐閔助理教授誠徵博士生研究助理(1名),https://www.nstc.gov.tw/folksonomy/detail/ea65fff4-11aa-4ec9-816c-3d0656da523c?l=ch,職缺名稱：國立陽明交通大學體育教育中心魏豐閔助理教授誠徵博士生研究助理(1名) 發佈日期：2025-07-11 詳細內容： 職缺：兼任研究助理 名額：1名 聘期：114年8月1日至115年7月31日 資格條件： 1.各大專校院在學博士生。 2.對體育教學/運動教育研究感興趣或具熱忱。 3.以人文社會科學相關議題為研究興趣，且願意學習從事研究工作過程的相關事務。 4.能配合教學實踐研究計畫執行期程尤...,all-MiniLM-L6-v2,300,30
2025-07-24 16:27:03,材料相關的職缺有哪些,1,國立臺中科技大學語言中心徵聘英語教學專任助理教授1名,https://www.nstc.gov.tw/folksonomy/detail/2c24bab3-7eb7-4e0d-8b6f-2ad553dc9576?l=ch,職缺名稱：國立臺中科技大學語言中心徵聘英語教學專任助理教授1名 發佈日期：2025-07-08 詳細內容： 1.英文教學及協助行政業務。 2.徵才資格條件及應備文件如附件。 3.截止收件日期:即日起至民國114年10月15日止（以郵戳為憑），將Youtube影片連結連同應備文件一併寄出。 發佈日期：2025-07-08 00:00:00,all-MiniLM-L6-v2,300,30
2025-07-24 16:27:03,材料相關的職缺有哪些,2,國立虎尾科技大學自動化工程系徵聘「約聘教學人員」2名(相關應徵文件請於114年8月31日前寄達聯絡人，以郵戳為憑),https://www.nstc.gov.tw/folksonomy/detail/1dba1e68-e127-42bf-81f6-51c13a2aeeec?l=ch,職缺名稱：國立虎尾科技大學自動化工程系徵聘「約聘教學人員」2名(相關應徵文件請於114年8月31日前寄達聯絡人，以郵戳為憑) 發佈日期：2025-07-09 詳細內容： 1.國立虎尾科技大學自動化工程系徵聘「約聘教學人員」2名(相關應徵文件請於114年8月31日前寄達聯絡人，以郵戳為憑)。 2.徵才條件說明:相關應徵資格(含學歷、條件及專長)、應備申請資料、聯絡方式等均詳載於公告啟事中，請至本校首...,all-MiniLM-L6-v2,300,30
2025-07-24 16:27:03,材料相關的職缺有哪些,3,國立臺灣師範大學 科學教育研究所 徵聘教師 啟事,https://www.nstc.gov.tw/folksonomy/detail/b6d9ab03-9e2e-40ae-b22e-5cafcc5728bf?l=ch,職缺名稱：國立臺灣師範大學 科學教育研究所 徵聘教師 啟事 發佈日期：2025-07-02 詳細內容： 國立臺灣師範大學 科學教育研究所 徵聘教師 公告 徵聘教師職位及名額：專案(任)助理教授(含)以上教師1名。 申請者繳交備審資料截止日期：114年8月31日(含) 徵聘資格等詳細內容，請複製以下網址，下載啟聘啟事參閱，謝謝您。 https://www.gise.ntnu.edu.tw/wp-co...,all-MiniLM-L6-v2,300,30
2025-07-24 16:27:03,材料相關的職缺有哪些,4,國立虎尾科技大學電子工程系徵聘「專任教師」1名(相關應徵文件請於114年9月1日前寄達聯絡人),https://www.nstc.gov.tw/folksonomy/detail/f4bb4e10-49b8-45dc-be4e-9df95cd1969d?l=ch,職缺名稱：國立虎尾科技大學電子工程系徵聘「專任教師」1名(相關應徵文件請於114年9月1日前寄達聯絡人) 發佈日期：2025-07-03 詳細內容： 1. 國立虎尾科技大學電子工程系徵聘「專任教師」1名(相關應徵文件請於114年9月1日前寄達聯絡人)。 2.徵才條件說明:相關應徵資格(含學歷、條件及專長)、應備申請資料、聯絡方式等均詳載於公告啟事中，請至本校首頁/徵才公告區下載，網址:https:...,all-MiniLM-L6-v2,300,30
2025-07-24 16:27:03,材料相關的職缺有哪些,5,政大師培中心葉玉珠教授徵生成式AI國科會補助研究計畫兼任研究助理,https://www.nstc.gov.tw/folksonomy/detail/2b8685ab-eb3d-4b0a-99c4-af419d1441a0?l=ch,職缺名稱：政大師培中心葉玉珠教授徵生成式AI國科會補助研究計畫兼任研究助理 發佈日期：2025-07-17 詳細內容： 本人正在進行國科會計畫「開展生成式人工智慧的轉化力量：培育創造思考與批判性思維以提升學術幸福感」三年期的研究(08/01/2024-07/31/2027)，擬徵求具有資訊、心理學、或教育相關專長，對運用生成式AI培訓創造思考與批判思考有興趣，且量化資料分析能力良好的碩士班或博士班...,all-MiniLM-L6-v2,300,30
